Frame,Time (s),Label,Confidence,"Bounding Box (x1,y1,x2,y2)"
311,5.19,With Helmet,0.46,"(251,54,306,128)"
311,5.19,With Helmet,0.32,"(234,165,305,267)"
311,5.19,With Helmet,0.26,"(751,39,792,93)"
312,5.21,With Helmet,0.33,"(753,39,794,93)"
313,5.22,With Helmet,0.33,"(222,173,298,269)"
313,5.22,With Helmet,0.29,"(198,42,222,80)"
313,5.22,No Helmet,0.25,"(6,31,33,72)"
314,5.24,With Helmet,0.54,"(217,172,293,271)"
314,5.24,With Helmet,0.42,"(200,42,225,79)"
315,5.26,With Helmet,0.44,"(762,39,800,93)"
315,5.26,With Helmet,0.40,"(212,179,286,277)"
315,5.26,With Helmet,0.30,"(202,42,226,80)"
315,5.26,With Helmet,0.28,"(257,57,317,130)"
315,5.26,No Helmet,0.26,"(14,35,39,71)"
316,5.27,With Helmet,0.55,"(763,40,804,94)"
316,5.27,With Helmet,0.49,"(261,57,319,132)"
316,5.27,With Helmet,0.33,"(207,42,234,79)"
316,5.27,No Helmet,0.28,"(17,33,41,71)"
316,5.27,No Helmet,0.26,"(208,181,280,276)"
317,5.29,No Helmet,0.41,"(205,183,276,280)"
317,5.29,With Helmet,0.37,"(263,59,323,132)"
317,5.29,With Helmet,0.36,"(769,40,812,96)"
317,5.29,With Helmet,0.29,"(211,42,237,81)"
318,5.31,With Helmet,0.59,"(773,40,814,96)"
318,5.31,With Helmet,0.54,"(201,186,276,284)"
318,5.31,With Helmet,0.38,"(268,62,327,134)"
319,5.32,With Helmet,0.57,"(777,41,815,97)"
319,5.32,With Helmet,0.46,"(269,63,333,136)"
319,5.32,With Helmet,0.44,"(197,188,273,283)"
320,5.34,With Helmet,0.63,"(781,42,825,97)"
320,5.34,With Helmet,0.60,"(193,189,270,288)"
321,5.36,With Helmet,0.59,"(785,43,832,99)"
321,5.36,With Helmet,0.47,"(191,191,269,293)"
321,5.36,With Helmet,0.45,"(281,64,343,138)"
322,5.37,With Helmet,0.68,"(791,43,836,106)"
322,5.37,With Helmet,0.57,"(188,192,268,296)"
322,5.37,No Helmet,0.27,"(49,41,79,77)"
323,5.39,With Helmet,0.62,"(797,48,839,104)"
323,5.39,With Helmet,0.60,"(290,69,354,142)"
323,5.39,No Helmet,0.50,"(58,43,86,79)"
323,5.39,With Helmet,0.38,"(187,197,263,300)"
324,5.41,No Helmet,0.62,"(64,43,90,78)"
324,5.41,With Helmet,0.59,"(295,71,359,145)"
324,5.41,With Helmet,0.56,"(184,199,264,305)"
324,5.41,With Helmet,0.55,"(803,48,848,106)"
325,5.42,With Helmet,0.69,"(183,201,262,304)"
325,5.42,With Helmet,0.57,"(807,53,854,107)"
325,5.42,With Helmet,0.42,"(301,74,365,151)"
325,5.42,No Helmet,0.42,"(72,44,99,80)"
326,5.44,With Helmet,0.70,"(177,206,259,311)"
326,5.44,No Helmet,0.56,"(77,43,103,80)"
326,5.44,With Helmet,0.53,"(307,76,367,153)"
326,5.44,With Helmet,0.52,"(811,54,861,109)"
327,5.46,With Helmet,0.70,"(171,210,254,314)"
327,5.46,No Helmet,0.53,"(83,44,110,80)"
327,5.46,With Helmet,0.44,"(816,55,862,111)"
328,5.47,With Helmet,0.73,"(166,213,249,317)"
328,5.47,With Helmet,0.57,"(818,56,868,114)"
328,5.47,No Helmet,0.46,"(87,43,114,80)"
328,5.47,With Helmet,0.27,"(312,79,374,153)"
329,5.49,With Helmet,0.66,"(161,214,246,322)"
329,5.49,With Helmet,0.60,"(822,57,872,116)"
329,5.49,No Helmet,0.36,"(90,44,118,80)"
330,5.51,With Helmet,0.64,"(827,58,877,116)"
330,5.51,With Helmet,0.56,"(157,216,240,324)"
330,5.51,No Helmet,0.43,"(95,45,125,82)"
331,5.52,With Helmet,0.58,"(153,219,236,327)"
331,5.52,With Helmet,0.55,"(829,60,879,117)"
331,5.52,No Helmet,0.39,"(102,46,128,81)"
331,5.52,With Helmet,0.39,"(378,42,413,93)"
332,5.54,With Helmet,0.67,"(148,221,230,328)"
332,5.54,With Helmet,0.39,"(833,60,880,118)"
332,5.54,No Helmet,0.33,"(107,45,132,81)"
333,5.56,With Helmet,0.67,"(147,223,224,330)"
333,5.56,With Helmet,0.52,"(836,59,883,116)"
333,5.56,No Helmet,0.35,"(112,44,137,81)"
334,5.57,With Helmet,0.57,"(139,225,219,333)"
334,5.57,With Helmet,0.56,"(838,59,887,116)"
334,5.57,No Helmet,0.37,"(117,44,141,81)"
334,5.57,With Helmet,0.37,"(390,41,429,95)"
334,5.57,With Helmet,0.28,"(13,52,49,103)"
335,5.59,With Helmet,0.63,"(129,229,213,336)"
335,5.59,With Helmet,0.52,"(326,81,389,157)"
335,5.59,No Helmet,0.44,"(120,44,145,81)"
335,5.59,With Helmet,0.42,"(842,59,889,117)"
335,5.59,With Helmet,0.29,"(392,38,435,95)"
336,5.61,With Helmet,0.65,"(124,232,207,338)"
336,5.61,With Helmet,0.63,"(327,81,392,159)"
336,5.61,With Helmet,0.47,"(846,59,889,117)"
336,5.61,No Helmet,0.46,"(125,43,149,81)"
337,5.62,With Helmet,0.70,"(328,81,396,161)"
337,5.62,With Helmet,0.64,"(114,234,201,344)"
337,5.62,With Helmet,0.63,"(848,58,896,117)"
337,5.62,No Helmet,0.33,"(129,43,154,82)"
338,5.64,With Helmet,0.67,"(329,79,399,162)"
338,5.64,With Helmet,0.61,"(105,238,193,350)"
338,5.64,With Helmet,0.56,"(850,57,896,117)"
338,5.64,No Helmet,0.38,"(133,43,158,81)"
339,5.66,With Helmet,0.65,"(330,80,399,161)"
339,5.66,With Helmet,0.60,"(100,242,186,351)"
339,5.66,With Helmet,0.49,"(20,53,60,105)"
339,5.66,With Helmet,0.46,"(853,58,897,120)"
339,5.66,No Helmet,0.33,"(137,43,162,81)"
340,5.67,With Helmet,0.67,"(330,80,400,162)"
340,5.67,With Helmet,0.67,"(95,245,179,354)"
340,5.67,With Helmet,0.43,"(855,60,897,121)"
340,5.67,With Helmet,0.43,"(21,52,60,104)"
340,5.67,No Helmet,0.28,"(141,43,168,82)"
341,5.69,With Helmet,0.69,"(331,81,400,162)"
341,5.69,With Helmet,0.66,"(93,248,170,357)"
341,5.69,With Helmet,0.48,"(858,59,898,121)"
341,5.69,With Helmet,0.33,"(24,52,63,104)"
342,5.71,With Helmet,0.73,"(331,81,400,164)"
342,5.71,With Helmet,0.67,"(82,249,163,357)"
342,5.71,With Helmet,0.40,"(858,57,897,120)"
342,5.71,With Helmet,0.32,"(26,52,64,105)"
343,5.72,With Helmet,0.74,"(331,83,399,164)"
343,5.72,With Helmet,0.50,"(62,251,157,362)"
343,5.72,With Helmet,0.38,"(860,57,897,124)"
343,5.72,With Helmet,0.35,"(27,51,66,105)"
343,5.72,With Helmet,0.33,"(39,229,157,363)"
343,5.72,No Helmet,0.31,"(152,43,179,81)"
344,5.74,With Helmet,0.77,"(333,84,401,165)"
344,5.74,With Helmet,0.45,"(48,253,150,369)"
344,5.74,With Helmet,0.39,"(862,59,897,124)"
344,5.74,With Helmet,0.38,"(29,52,68,105)"
345,5.76,With Helmet,0.75,"(334,85,403,166)"
345,5.76,With Helmet,0.70,"(48,257,143,374)"
345,5.76,With Helmet,0.44,"(30,52,70,105)"
345,5.76,With Helmet,0.43,"(865,57,898,128)"
346,5.77,With Helmet,0.70,"(335,85,406,168)"
346,5.77,With Helmet,0.59,"(869,57,897,129)"
346,5.77,With Helmet,0.58,"(44,258,137,374)"
346,5.77,With Helmet,0.49,"(32,52,73,105)"
347,5.79,With Helmet,0.67,"(31,266,129,381)"
347,5.79,With Helmet,0.66,"(871,59,897,128)"
347,5.79,With Helmet,0.56,"(31,227,135,382)"
347,5.79,With Helmet,0.53,"(335,87,403,167)"
347,5.79,With Helmet,0.50,"(35,52,73,105)"
347,5.79,No Helmet,0.30,"(170,43,196,80)"
348,5.81,With Helmet,0.75,"(25,267,115,381)"
348,5.81,With Helmet,0.60,"(873,63,898,129)"
348,5.81,With Helmet,0.54,"(336,88,413,167)"
348,5.81,With Helmet,0.33,"(38,53,75,106)"
348,5.81,No Helmet,0.28,"(174,42,201,79)"
349,5.82,With Helmet,0.75,"(20,268,110,382)"
349,5.82,With Helmet,0.48,"(875,63,897,127)"
349,5.82,With Helmet,0.46,"(333,87,423,170)"
349,5.82,With Helmet,0.31,"(38,53,78,105)"
350,5.84,With Helmet,0.76,"(9,271,97,387)"
350,5.84,With Helmet,0.36,"(335,89,421,173)"
350,5.84,With Helmet,0.35,"(880,60,897,126)"
350,5.84,With Helmet,0.31,"(43,51,81,104)"
350,5.84,With Helmet,0.27,"(437,38,481,95)"
351,5.86,With Helmet,0.65,"(2,271,95,394)"
351,5.86,With Helmet,0.51,"(46,52,85,105)"
351,5.86,No Helmet,0.40,"(192,41,217,79)"
351,5.86,With Helmet,0.31,"(883,65,897,126)"
352,5.87,With Helmet,0.59,"(1,276,90,393)"
352,5.87,No Helmet,0.51,"(198,42,226,79)"
352,5.87,With Helmet,0.39,"(336,93,431,174)"
352,5.87,With Helmet,0.37,"(51,53,90,103)"
353,5.89,With Helmet,0.47,"(55,53,94,103)"
353,5.89,With Helmet,0.34,"(1,280,84,400)"
353,5.89,With Helmet,0.29,"(454,38,494,90)"
354,5.91,With Helmet,0.66,"(0,281,80,402)"
354,5.91,With Helmet,0.48,"(345,94,418,177)"
354,5.91,With Helmet,0.41,"(60,52,100,102)"
354,5.91,With Helmet,0.31,"(461,35,501,89)"
355,5.92,With Helmet,0.69,"(349,93,424,177)"
355,5.92,With Helmet,0.63,"(68,51,107,101)"
355,5.92,With Helmet,0.61,"(0,282,76,405)"
355,5.92,With Helmet,0.26,"(140,42,173,84)"
356,5.94,With Helmet,0.66,"(0,283,74,407)"
356,5.94,With Helmet,0.57,"(357,89,433,177)"
356,5.94,With Helmet,0.50,"(77,49,116,99)"
357,5.96,With Helmet,0.73,"(0,284,69,404)"
357,5.96,With Helmet,0.49,"(366,89,440,174)"
357,5.96,With Helmet,0.44,"(86,48,125,96)"
357,5.96,With Helmet,0.28,"(486,31,525,85)"
357,5.96,With Helmet,0.26,"(363,75,464,175)"
358,5.97,With Helmet,0.76,"(0,284,68,408)"
358,5.97,With Helmet,0.59,"(371,74,447,177)"
358,5.97,With Helmet,0.51,"(93,44,131,95)"
359,5.99,With Helmet,0.78,"(0,283,64,409)"
359,5.99,With Helmet,0.58,"(376,85,452,167)"
359,5.99,With Helmet,0.42,"(100,41,139,92)"
360,6.01,With Helmet,0.82,"(0,286,59,409)"
360,6.01,With Helmet,0.55,"(382,86,455,172)"
360,6.01,With Helmet,0.50,"(108,41,147,88)"
360,6.01,With Helmet,0.44,"(187,29,223,78)"
360,6.01,No Helmet,0.28,"(277,28,302,62)"
361,6.02,With Helmet,0.79,"(0,289,53,410)"
361,6.02,With Helmet,0.49,"(116,39,156,86)"
361,6.02,With Helmet,0.44,"(386,86,462,165)"
361,6.02,With Helmet,0.39,"(522,23,560,73)"
361,6.02,No Helmet,0.27,"(288,24,314,60)"
362,6.04,With Helmet,0.79,"(0,288,48,415)"
362,6.04,With Helmet,0.59,"(389,80,465,166)"
362,6.04,With Helmet,0.45,"(123,35,163,84)"
362,6.04,With Helmet,0.43,"(205,28,241,76)"
362,6.04,With Helmet,0.32,"(532,19,570,73)"
363,6.06,With Helmet,0.78,"(0,286,44,410)"
363,6.06,With Helmet,0.54,"(395,84,468,166)"
363,6.06,With Helmet,0.52,"(130,32,170,80)"
363,6.06,With Helmet,0.51,"(396,82,499,165)"
363,6.06,With Helmet,0.47,"(212,24,251,75)"
363,6.06,No Helmet,0.37,"(308,20,336,57)"
363,6.06,With Helmet,0.25,"(541,18,579,70)"
364,6.07,With Helmet,0.75,"(0,285,37,428)"
364,6.07,With Helmet,0.68,"(398,81,470,168)"
364,6.07,With Helmet,0.45,"(136,30,176,80)"
364,6.07,With Helmet,0.39,"(220,18,259,75)"
365,6.09,With Helmet,0.76,"(0,291,25,398)"
365,6.09,With Helmet,0.70,"(398,81,470,172)"
365,6.09,With Helmet,0.59,"(140,30,181,78)"
365,6.09,With Helmet,0.37,"(227,16,265,65)"
366,6.11,With Helmet,0.73,"(398,83,471,169)"
366,6.11,With Helmet,0.47,"(143,29,185,80)"
366,6.11,With Helmet,0.40,"(230,16,271,69)"
366,6.11,No Helmet,0.29,"(331,15,361,51)"
366,6.11,With Helmet,0.28,"(559,10,596,65)"
367,6.12,With Helmet,0.66,"(399,86,474,165)"
367,6.12,With Helmet,0.58,"(147,29,189,79)"
367,6.12,With Helmet,0.41,"(241,15,276,66)"
368,6.14,With Helmet,0.63,"(400,87,474,168)"
368,6.14,With Helmet,0.59,"(150,28,191,78)"
368,6.14,With Helmet,0.41,"(245,16,280,66)"
368,6.14,No Helmet,0.26,"(346,12,372,48)"
369,6.16,With Helmet,0.58,"(402,88,474,167)"
369,6.16,No Helmet,0.43,"(352,10,383,49)"
369,6.16,With Helmet,0.36,"(250,13,287,63)"
369,6.16,With Helmet,0.33,"(154,26,196,76)"
370,6.17,With Helmet,0.57,"(401,88,474,167)"
370,6.17,With Helmet,0.41,"(159,26,201,74)"
370,6.17,With Helmet,0.29,"(254,13,294,66)"
370,6.17,No Helmet,0.28,"(577,4,615,62)"
370,6.17,No Helmet,0.26,"(160,23,203,74)"
370,6.17,No Helmet,0.25,"(486,9,518,54)"
371,6.19,With Helmet,0.49,"(262,10,298,62)"
371,6.19,With Helmet,0.44,"(401,90,472,173)"
371,6.19,With Helmet,0.40,"(162,24,204,76)"
371,6.19,No Helmet,0.32,"(364,10,394,47)"
372,6.21,With Helmet,0.64,"(400,90,472,177)"
372,6.21,With Helmet,0.34,"(266,9,303,62)"
372,6.21,No Helmet,0.28,"(372,9,402,46)"
373,6.22,With Helmet,0.70,"(397,93,473,179)"
373,6.22,With Helmet,0.45,"(163,24,210,77)"
373,6.22,With Helmet,0.27,"(163,23,223,84)"
373,6.22,No Helmet,0.26,"(375,9,406,46)"
374,6.24,With Helmet,0.66,"(398,92,472,185)"
374,6.24,With Helmet,0.37,"(167,22,214,77)"
375,6.26,With Helmet,0.69,"(391,91,471,185)"
376,6.27,With Helmet,0.52,"(373,90,468,184)"
376,6.27,With Helmet,0.35,"(171,20,234,83)"
377,6.29,With Helmet,0.68,"(382,94,464,185)"
377,6.29,With Helmet,0.39,"(174,22,219,77)"
378,6.31,With Helmet,0.64,"(385,94,464,184)"
378,6.31,With Helmet,0.38,"(177,24,222,74)"
379,6.32,With Helmet,0.69,"(385,95,465,187)"
379,6.32,With Helmet,0.35,"(180,25,225,80)"
380,6.34,With Helmet,0.62,"(381,97,464,189)"
380,6.34,With Helmet,0.32,"(183,26,227,79)"
381,6.36,With Helmet,0.71,"(376,99,457,197)"
381,6.36,With Helmet,0.35,"(185,25,228,77)"
382,6.37,With Helmet,0.68,"(374,101,454,192)"
383,6.39,With Helmet,0.75,"(370,102,453,197)"
384,6.41,With Helmet,0.74,"(366,101,449,198)"
385,6.42,With Helmet,0.66,"(364,103,446,199)"
385,6.42,With Helmet,0.27,"(636,0,675,52)"
386,6.44,With Helmet,0.66,"(361,104,444,200)"
387,6.46,With Helmet,0.60,"(356,107,444,202)"
387,6.46,With Helmet,0.31,"(335,6,372,56)"
387,6.46,With Helmet,0.26,"(200,26,244,76)"
388,6.47,With Helmet,0.50,"(351,111,436,202)"
388,6.47,With Helmet,0.31,"(201,27,247,78)"
389,6.49,With Helmet,0.61,"(347,111,434,210)"
389,6.49,With Helmet,0.37,"(204,27,249,80)"
389,6.49,With Helmet,0.29,"(345,7,383,51)"
390,6.51,With Helmet,0.68,"(343,113,431,210)"
390,6.51,No Helmet,0.36,"(484,0,514,36)"
390,6.51,With Helmet,0.28,"(208,28,250,80)"
391,6.52,With Helmet,0.43,"(211,27,254,79)"
391,6.52,No Helmet,0.39,"(485,0,522,36)"
391,6.52,With Helmet,0.38,"(340,113,427,212)"
391,6.52,With Helmet,0.30,"(658,0,694,50)"
391,6.52,No Helmet,0.30,"(581,2,609,41)"
391,6.52,With Helmet,0.28,"(354,5,394,53)"
392,6.54,With Helmet,0.52,"(335,115,421,218)"
392,6.54,With Helmet,0.39,"(211,27,257,79)"
392,6.54,No Helmet,0.28,"(495,0,530,37)"
392,6.54,With Helmet,0.26,"(662,0,699,51)"
393,6.56,With Helmet,0.57,"(328,119,415,216)"
393,6.56,With Helmet,0.45,"(213,28,260,83)"
393,6.56,No Helmet,0.27,"(500,0,532,36)"
393,6.56,With Helmet,0.27,"(364,4,404,52)"
394,6.57,With Helmet,0.68,"(323,120,411,221)"
394,6.57,With Helmet,0.39,"(217,28,261,82)"
395,6.59,With Helmet,0.64,"(316,122,406,224)"
395,6.59,With Helmet,0.35,"(219,27,262,81)"
395,6.59,With Helmet,0.31,"(671,0,710,51)"
395,6.59,No Helmet,0.26,"(511,0,548,36)"
396,6.61,With Helmet,0.69,"(308,124,401,225)"
396,6.61,No Helmet,0.40,"(520,0,551,36)"
396,6.61,With Helmet,0.37,"(220,27,265,81)"
397,6.62,With Helmet,0.66,"(302,123,393,230)"
397,6.62,With Helmet,0.49,"(165,92,218,165)"
397,6.62,No Helmet,0.43,"(523,0,558,36)"
397,6.62,With Helmet,0.31,"(222,28,268,82)"
398,6.64,With Helmet,0.71,"(295,124,387,235)"
398,6.64,With Helmet,0.33,"(223,27,271,84)"
398,6.64,No Helmet,0.32,"(532,0,562,35)"
399,6.66,With Helmet,0.51,"(287,130,380,238)"
399,6.66,With Helmet,0.47,"(223,29,271,84)"
399,6.66,No Helmet,0.35,"(533,0,568,36)"
400,6.67,With Helmet,0.68,"(281,135,374,243)"
400,6.67,With Helmet,0.30,"(224,30,271,83)"
401,6.69,With Helmet,0.71,"(271,135,366,246)"
401,6.69,With Helmet,0.35,"(226,29,272,84)"
402,6.71,With Helmet,0.71,"(260,137,358,247)"
403,6.72,With Helmet,0.74,"(249,141,349,252)"
404,6.74,With Helmet,0.67,"(244,144,341,255)"
404,6.74,With Helmet,0.26,"(230,31,277,88)"
405,6.76,With Helmet,0.69,"(232,145,329,260)"
405,6.76,With Helmet,0.46,"(149,95,207,168)"
405,6.76,With Helmet,0.27,"(230,29,279,88)"
406,6.77,With Helmet,0.60,"(224,147,321,264)"
406,6.77,With Helmet,0.33,"(147,96,196,170)"
407,6.79,With Helmet,0.75,"(214,149,309,267)"
407,6.79,No Helmet,0.34,"(574,0,611,37)"
407,6.79,With Helmet,0.29,"(697,0,740,51)"
407,6.79,With Helmet,0.27,"(145,99,195,167)"
408,6.81,With Helmet,0.70,"(203,155,299,270)"
408,6.81,With Helmet,0.57,"(143,100,194,171)"
408,6.81,With Helmet,0.36,"(700,0,739,52)"
408,6.81,With Helmet,0.25,"(235,34,280,92)"
409,6.82,With Helmet,0.69,"(136,99,190,169)"
409,6.82,With Helmet,0.38,"(701,0,737,52)"
409,6.82,With Helmet,0.28,"(234,34,280,92)"
410,6.84,With Helmet,0.65,"(132,99,189,177)"
410,6.84,With Helmet,0.52,"(177,160,280,277)"
410,6.84,With Helmet,0.30,"(703,0,738,53)"
411,6.86,With Helmet,0.66,"(130,101,186,179)"
411,6.86,With Helmet,0.44,"(165,162,268,284)"
412,6.87,With Helmet,0.65,"(155,166,254,289)"
412,6.87,With Helmet,0.53,"(125,101,186,182)"
413,6.89,With Helmet,0.55,"(121,101,185,186)"
414,6.91,With Helmet,0.62,"(119,101,179,188)"
414,6.91,With Helmet,0.32,"(235,33,282,95)"
415,6.92,With Helmet,0.68,"(118,104,175,187)"
415,6.92,With Helmet,0.44,"(235,35,282,95)"
415,6.92,With Helmet,0.32,"(607,0,644,39)"
416,6.94,With Helmet,0.61,"(233,35,282,96)"
416,6.94,With Helmet,0.42,"(90,184,200,317)"
417,6.96,With Helmet,0.62,"(235,37,283,96)"
417,6.96,With Helmet,0.43,"(715,4,749,59)"
417,6.96,No Helmet,0.35,"(618,0,653,39)"
417,6.96,With Helmet,0.27,"(109,105,169,192)"
418,6.97,With Helmet,0.64,"(716,5,752,61)"
418,6.97,With Helmet,0.61,"(51,192,173,329)"
418,6.97,With Helmet,0.57,"(237,35,285,99)"
418,6.97,No Helmet,0.41,"(622,0,652,40)"
418,6.97,With Helmet,0.27,"(671,3,698,48)"
419,6.99,With Helmet,0.63,"(716,6,755,61)"
419,6.99,With Helmet,0.57,"(237,40,284,104)"
419,6.99,With Helmet,0.57,"(44,203,161,336)"
419,6.99,No Helmet,0.31,"(627,0,658,41)"
420,7.01,With Helmet,0.69,"(33,209,145,339)"
420,7.01,With Helmet,0.63,"(718,7,756,62)"
420,7.01,With Helmet,0.57,"(237,43,285,107)"
420,7.01,With Helmet,0.37,"(98,115,161,202)"
420,7.01,No Helmet,0.35,"(631,2,665,47)"
421,7.02,With Helmet,0.75,"(19,213,129,345)"
421,7.02,With Helmet,0.62,"(719,7,756,63)"
421,7.02,With Helmet,0.53,"(236,47,284,108)"
421,7.02,No Helmet,0.43,"(636,3,665,46)"
422,7.04,With Helmet,0.60,"(236,49,285,107)"
422,7.04,With Helmet,0.55,"(721,9,756,64)"
422,7.04,With Helmet,0.51,"(89,120,151,207)"
