Frame,Time (s),Label,Confidence,"Bounding Box (x1,y1,x2,y2)"
422,7.04,With Helmet,0.45,"(1,218,114,356)"
422,7.04,No Helmet,0.33,"(642,5,675,49)"
423,7.06,With Helmet,0.70,"(724,9,760,67)"
423,7.06,With Helmet,0.58,"(85,123,148,207)"
423,7.06,No Helmet,0.57,"(644,8,676,50)"
423,7.06,With Helmet,0.55,"(238,52,285,108)"
423,7.06,With Helmet,0.38,"(466,7,499,57)"
423,7.06,With Helmet,0.33,"(0,226,94,362)"
424,7.07,With Helmet,0.78,"(86,127,144,208)"
424,7.07,With Helmet,0.65,"(725,12,763,70)"
424,7.07,With Helmet,0.52,"(237,51,287,114)"
425,7.09,With Helmet,0.67,"(236,54,286,115)"
425,7.09,With Helmet,0.57,"(725,16,761,73)"
425,7.09,With Helmet,0.57,"(0,242,56,399)"
425,7.09,With Helmet,0.32,"(77,126,142,215)"
426,7.11,With Helmet,0.70,"(238,60,288,117)"
426,7.11,With Helmet,0.53,"(725,17,760,77)"
426,7.11,No Helmet,0.35,"(658,16,691,58)"
426,7.11,With Helmet,0.32,"(74,131,137,220)"
427,7.12,With Helmet,0.69,"(237,63,287,119)"
427,7.12,With Helmet,0.59,"(727,20,763,80)"
427,7.12,With Helmet,0.59,"(71,139,131,218)"
427,7.12,No Helmet,0.44,"(666,14,697,60)"
428,7.14,With Helmet,0.65,"(64,143,127,224)"
428,7.14,With Helmet,0.63,"(729,27,765,83)"
428,7.14,With Helmet,0.61,"(238,66,285,126)"
428,7.14,No Helmet,0.26,"(668,20,696,62)"
429,7.16,With Helmet,0.63,"(238,72,284,129)"
429,7.16,With Helmet,0.54,"(59,146,121,228)"
429,7.16,No Helmet,0.47,"(673,20,704,63)"
429,7.16,With Helmet,0.45,"(729,29,766,83)"
429,7.16,No Helmet,0.30,"(729,28,767,82)"
430,7.17,With Helmet,0.71,"(730,30,766,85)"
430,7.17,With Helmet,0.62,"(238,73,285,129)"
430,7.17,With Helmet,0.59,"(53,150,118,225)"
431,7.19,With Helmet,0.74,"(731,32,768,86)"
431,7.19,With Helmet,0.67,"(237,74,286,130)"
431,7.19,With Helmet,0.38,"(54,156,108,229)"
431,7.19,No Helmet,0.25,"(679,20,710,68)"
432,7.21,With Helmet,0.70,"(238,75,285,133)"
432,7.21,With Helmet,0.64,"(731,34,771,88)"
432,7.21,With Helmet,0.47,"(492,27,529,69)"
432,7.21,No Helmet,0.39,"(683,23,716,68)"
433,7.22,With Helmet,0.68,"(237,76,283,135)"
433,7.22,With Helmet,0.60,"(732,33,773,90)"
433,7.22,With Helmet,0.49,"(495,29,533,71)"
433,7.22,With Helmet,0.35,"(38,158,101,241)"
434,7.24,With Helmet,0.62,"(238,79,283,136)"
434,7.24,With Helmet,0.57,"(732,36,773,92)"
434,7.24,No Helmet,0.49,"(688,25,721,71)"
434,7.24,With Helmet,0.44,"(500,30,534,70)"
435,7.26,With Helmet,0.69,"(237,80,283,138)"
435,7.26,With Helmet,0.63,"(733,37,774,91)"
435,7.26,With Helmet,0.60,"(501,31,536,71)"
435,7.26,With Helmet,0.57,"(29,160,90,239)"
435,7.26,No Helmet,0.37,"(693,27,723,70)"
436,7.27,With Helmet,0.72,"(235,81,282,140)"
436,7.27,With Helmet,0.63,"(733,39,776,94)"
436,7.27,With Helmet,0.57,"(24,160,87,249)"
436,7.27,With Helmet,0.54,"(504,30,539,75)"
436,7.27,No Helmet,0.28,"(700,27,730,72)"
437,7.29,With Helmet,0.79,"(234,83,281,140)"
437,7.29,With Helmet,0.53,"(17,163,81,251)"
437,7.29,No Helmet,0.49,"(734,38,777,95)"
437,7.29,With Helmet,0.46,"(732,39,777,96)"
437,7.29,With Helmet,0.38,"(504,32,542,77)"
438,7.31,With Helmet,0.86,"(233,85,281,142)"
438,7.31,With Helmet,0.41,"(731,40,778,99)"
438,7.31,With Helmet,0.36,"(8,167,76,254)"
438,7.31,With Helmet,0.28,"(212,40,239,76)"
438,7.31,No Helmet,0.27,"(734,38,774,98)"
439,7.32,With Helmet,0.84,"(231,85,281,147)"
439,7.32,With Helmet,0.50,"(731,41,777,101)"
439,7.32,With Helmet,0.27,"(512,34,543,75)"
440,7.34,With Helmet,0.82,"(231,85,279,148)"
440,7.34,With Helmet,0.50,"(731,42,777,103)"
440,7.34,With Helmet,0.48,"(513,33,546,78)"
440,7.34,With Helmet,0.40,"(2,166,64,256)"
441,7.36,With Helmet,0.80,"(231,87,279,148)"
441,7.36,With Helmet,0.60,"(733,43,776,106)"
441,7.36,With Helmet,0.54,"(2,172,53,252)"
441,7.36,With Helmet,0.37,"(516,36,552,77)"
441,7.36,No Helmet,0.27,"(733,43,776,104)"
442,7.37,With Helmet,0.70,"(230,90,277,151)"
442,7.37,With Helmet,0.68,"(732,43,777,105)"
442,7.37,With Helmet,0.30,"(519,38,554,81)"
443,7.39,With Helmet,0.73,"(733,41,778,107)"
443,7.39,With Helmet,0.71,"(227,93,276,150)"
443,7.39,With Helmet,0.33,"(0,178,46,251)"
443,7.39,With Helmet,0.31,"(520,39,559,84)"
443,7.39,With Helmet,0.27,"(391,31,421,71)"
444,7.41,With Helmet,0.76,"(734,43,778,108)"
444,7.41,With Helmet,0.72,"(225,94,276,151)"
444,7.41,With Helmet,0.58,"(522,40,561,84)"
444,7.41,With Helmet,0.27,"(0,176,38,255)"
444,7.41,With Helmet,0.25,"(393,31,424,70)"
445,7.42,With Helmet,0.70,"(223,95,272,153)"
445,7.42,With Helmet,0.65,"(733,41,779,108)"
445,7.42,With Helmet,0.60,"(524,41,562,84)"
445,7.42,With Helmet,0.40,"(0,179,33,273)"
445,7.42,With Helmet,0.29,"(394,31,429,72)"
446,7.44,With Helmet,0.68,"(223,98,269,154)"
446,7.44,With Helmet,0.59,"(730,40,779,109)"
446,7.44,With Helmet,0.46,"(0,185,22,264)"
446,7.44,With Helmet,0.44,"(525,41,565,85)"
446,7.44,With Helmet,0.31,"(226,43,255,86)"
447,7.46,With Helmet,0.68,"(220,100,271,158)"
447,7.46,With Helmet,0.63,"(730,43,778,111)"
447,7.46,With Helmet,0.26,"(0,188,16,264)"
448,7.47,With Helmet,0.59,"(219,103,270,161)"
448,7.47,With Helmet,0.55,"(729,50,777,113)"
449,7.49,With Helmet,0.55,"(217,106,265,163)"
449,7.49,With Helmet,0.54,"(729,53,776,113)"
449,7.49,With Helmet,0.29,"(532,45,569,92)"
449,7.49,With Helmet,0.28,"(232,50,260,87)"
450,7.51,With Helmet,0.61,"(214,108,262,163)"
450,7.51,With Helmet,0.54,"(728,46,777,117)"
450,7.51,With Helmet,0.39,"(768,263,867,376)"
450,7.51,With Helmet,0.29,"(233,52,261,92)"
450,7.51,With Helmet,0.27,"(228,49,263,106)"
450,7.51,With Helmet,0.26,"(403,39,434,75)"
451,7.52,With Helmet,0.58,"(727,47,776,118)"
451,7.52,With Helmet,0.57,"(211,110,258,170)"
451,7.52,With Helmet,0.38,"(403,40,437,78)"
451,7.52,With Helmet,0.27,"(534,49,575,97)"
452,7.54,With Helmet,0.57,"(209,111,254,170)"
452,7.54,With Helmet,0.38,"(236,52,264,99)"
452,7.54,With Helmet,0.37,"(404,40,439,79)"
452,7.54,With Helmet,0.33,"(536,52,577,98)"
452,7.54,With Helmet,0.32,"(725,45,777,119)"
453,7.56,With Helmet,0.54,"(204,113,254,177)"
453,7.56,With Helmet,0.53,"(724,52,776,120)"
453,7.56,With Helmet,0.53,"(239,53,266,95)"
453,7.56,With Helmet,0.48,"(536,52,576,97)"
453,7.56,With Helmet,0.35,"(404,41,440,83)"
454,7.57,With Helmet,0.54,"(537,52,575,100)"
454,7.57,With Helmet,0.53,"(724,49,779,123)"
454,7.57,With Helmet,0.52,"(200,117,252,181)"
454,7.57,With Helmet,0.50,"(240,52,269,96)"
454,7.57,With Helmet,0.42,"(406,41,441,82)"
454,7.57,With Helmet,0.34,"(723,67,770,121)"
455,7.59,With Helmet,0.63,"(536,53,577,103)"
455,7.59,With Helmet,0.59,"(719,70,767,126)"
455,7.59,With Helmet,0.52,"(240,53,271,99)"
455,7.59,With Helmet,0.52,"(405,42,440,85)"
455,7.59,With Helmet,0.35,"(196,120,247,184)"
455,7.59,With Helmet,0.30,"(107,57,145,101)"
455,7.59,With Helmet,0.27,"(721,61,774,121)"
456,7.61,With Helmet,0.69,"(716,72,763,130)"
456,7.61,With Helmet,0.66,"(539,52,578,105)"
456,7.61,With Helmet,0.62,"(405,48,440,91)"
456,7.61,With Helmet,0.58,"(239,60,270,105)"
456,7.61,With Helmet,0.44,"(191,122,246,185)"
456,7.61,With Helmet,0.37,"(108,60,146,104)"
457,7.62,With Helmet,0.73,"(540,54,577,105)"
457,7.62,With Helmet,0.70,"(239,61,270,105)"
457,7.62,With Helmet,0.64,"(714,74,762,131)"
457,7.62,With Helmet,0.53,"(405,51,440,95)"
458,7.64,With Helmet,0.70,"(538,55,579,110)"
458,7.64,With Helmet,0.60,"(712,74,757,132)"
458,7.64,With Helmet,0.49,"(238,70,268,106)"
458,7.64,With Helmet,0.41,"(242,63,269,104)"
458,7.64,With Helmet,0.39,"(406,51,440,96)"
458,7.64,With Helmet,0.34,"(184,127,233,189)"
459,7.66,With Helmet,0.67,"(711,74,756,134)"
459,7.66,With Helmet,0.65,"(538,60,578,111)"
459,7.66,With Helmet,0.55,"(178,129,229,192)"
459,7.66,With Helmet,0.39,"(406,51,441,96)"
459,7.66,With Helmet,0.39,"(235,74,266,110)"
460,7.67,With Helmet,0.68,"(541,59,577,110)"
460,7.67,With Helmet,0.61,"(707,75,754,135)"
460,7.67,With Helmet,0.36,"(236,74,268,109)"
460,7.67,With Helmet,0.35,"(176,130,226,195)"
460,7.67,With Helmet,0.33,"(239,67,267,106)"
460,7.67,With Helmet,0.33,"(269,485,345,506)"
460,7.67,With Helmet,0.28,"(408,51,441,94)"
461,7.69,With Helmet,0.74,"(543,60,578,108)"
461,7.69,With Helmet,0.69,"(705,76,753,138)"
461,7.69,With Helmet,0.49,"(174,131,224,193)"
461,7.69,With Helmet,0.45,"(265,488,329,506)"
461,7.69,With Helmet,0.33,"(242,64,268,104)"
461,7.69,With Helmet,0.30,"(408,52,441,94)"
462,7.71,With Helmet,0.74,"(703,80,752,141)"
462,7.71,With Helmet,0.72,"(542,60,577,109)"
462,7.71,With Helmet,0.64,"(170,132,219,197)"
462,7.71,With Helmet,0.30,"(408,52,441,95)"
462,7.71,With Helmet,0.27,"(237,72,270,114)"
463,7.72,With Helmet,0.79,"(543,62,578,111)"
463,7.72,With Helmet,0.73,"(166,136,216,198)"
463,7.72,With Helmet,0.73,"(701,82,747,142)"
464,7.74,With Helmet,0.79,"(542,64,578,112)"
464,7.74,With Helmet,0.74,"(697,84,744,143)"
464,7.74,With Helmet,0.69,"(159,138,214,199)"
464,7.74,With Helmet,0.39,"(407,53,441,97)"
465,7.76,With Helmet,0.76,"(694,85,742,146)"
465,7.76,With Helmet,0.70,"(155,139,208,204)"
465,7.76,With Helmet,0.66,"(542,67,577,111)"
465,7.76,With Helmet,0.38,"(405,59,441,101)"
465,7.76,With Helmet,0.29,"(241,76,267,118)"
465,7.76,With Helmet,0.26,"(742,62,783,110)"
466,7.77,With Helmet,0.77,"(690,84,740,149)"
466,7.77,With Helmet,0.65,"(541,71,577,113)"
466,7.77,With Helmet,0.61,"(241,77,269,118)"
466,7.77,With Helmet,0.52,"(152,142,202,203)"
466,7.77,With Helmet,0.34,"(406,61,440,103)"
467,7.79,With Helmet,0.70,"(238,75,272,124)"
467,7.79,With Helmet,0.67,"(688,86,735,153)"
467,7.79,With Helmet,0.64,"(146,143,197,209)"
467,7.79,With Helmet,0.58,"(540,73,578,118)"
467,7.79,With Helmet,0.29,"(405,62,440,105)"
468,7.81,With Helmet,0.75,"(241,78,271,118)"
468,7.81,With Helmet,0.67,"(684,89,732,154)"
468,7.81,With Helmet,0.58,"(541,74,576,119)"
468,7.81,With Helmet,0.50,"(141,145,192,208)"
468,7.81,With Helmet,0.39,"(405,62,441,107)"
468,7.81,With Helmet,0.32,"(739,67,781,116)"
469,7.82,With Helmet,0.80,"(241,80,269,119)"
469,7.82,With Helmet,0.65,"(681,92,730,156)"
469,7.82,With Helmet,0.57,"(540,72,578,123)"
469,7.82,With Helmet,0.49,"(403,62,441,109)"
469,7.82,With Helmet,0.44,"(138,148,188,209)"
469,7.82,With Helmet,0.34,"(740,69,779,116)"
470,7.84,With Helmet,0.75,"(241,79,269,119)"
470,7.84,With Helmet,0.58,"(678,93,725,157)"
470,7.84,With Helmet,0.54,"(539,75,576,123)"
470,7.84,With Helmet,0.51,"(403,63,440,109)"
470,7.84,With Helmet,0.29,"(110,70,144,121)"
470,7.84,With Helmet,0.28,"(133,150,181,212)"
471,7.86,With Helmet,0.72,"(243,78,270,118)"
471,7.86,With Helmet,0.55,"(675,95,723,156)"
471,7.86,With Helmet,0.54,"(404,63,440,111)"
471,7.86,With Helmet,0.51,"(541,74,575,124)"
471,7.86,With Helmet,0.25,"(110,72,145,122)"
472,7.87,With Helmet,0.68,"(242,79,271,119)"
472,7.87,With Helmet,0.65,"(673,96,720,157)"
472,7.87,With Helmet,0.57,"(544,74,579,128)"
472,7.87,With Helmet,0.53,"(405,65,440,114)"
472,7.87,With Helmet,0.51,"(109,69,146,122)"
472,7.87,With Helmet,0.41,"(125,152,173,216)"
473,7.89,With Helmet,0.57,"(243,81,271,121)"
473,7.89,With Helmet,0.57,"(545,75,580,128)"
473,7.89,With Helmet,0.48,"(673,98,718,158)"
473,7.89,With Helmet,0.44,"(406,67,440,118)"
473,7.89,With Helmet,0.29,"(110,71,147,124)"
473,7.89,No Helmet,0.28,"(743,74,782,117)"
473,7.89,With Helmet,0.26,"(546,76,589,136)"
474,7.91,With Helmet,0.61,"(669,99,717,160)"
474,7.91,With Helmet,0.59,"(545,77,580,129)"
474,7.91,With Helmet,0.48,"(245,85,272,123)"
474,7.91,No Helmet,0.44,"(742,74,782,120)"
474,7.91,With Helmet,0.41,"(111,143,166,220)"
474,7.91,With Helmet,0.32,"(407,70,441,119)"
474,7.91,With Helmet,0.28,"(240,83,274,128)"
475,7.92,With Helmet,0.68,"(667,98,714,162)"
475,7.92,With Helmet,0.62,"(544,77,581,127)"
475,7.92,No Helmet,0.50,"(740,74,783,121)"
475,7.92,With Helmet,0.49,"(109,143,163,221)"
475,7.92,With Helmet,0.32,"(246,85,273,121)"
475,7.92,With Helmet,0.29,"(408,71,442,119)"
476,7.94,With Helmet,0.73,"(663,103,711,164)"
476,7.94,With Helmet,0.61,"(545,78,584,126)"
476,7.94,No Helmet,0.43,"(738,74,783,125)"
476,7.94,With Helmet,0.29,"(409,72,442,118)"
476,7.94,With Helmet,0.28,"(249,86,274,127)"
476,7.94,With Helmet,0.25,"(112,80,149,126)"
477,7.96,With Helmet,0.70,"(662,104,710,165)"
477,7.96,With Helmet,0.67,"(546,78,586,129)"
477,7.96,No Helmet,0.46,"(741,75,783,127)"
477,7.96,With Helmet,0.30,"(245,86,277,133)"
477,7.96,With Helmet,0.27,"(111,80,150,126)"
477,7.96,With Helmet,0.26,"(410,72,443,117)"
478,7.97,With Helmet,0.68,"(660,107,708,167)"
478,7.97,With Helmet,0.66,"(546,79,587,132)"
478,7.97,With Helmet,0.45,"(245,88,277,133)"
478,7.97,With Helmet,0.40,"(114,81,150,128)"
478,7.97,With Helmet,0.29,"(741,74,782,127)"
478,7.97,With Helmet,0.29,"(411,72,442,118)"
479,7.99,With Helmet,0.69,"(656,107,707,170)"
479,7.99,With Helmet,0.67,"(546,74,591,132)"
479,7.99,With Helmet,0.43,"(245,88,276,130)"
479,7.99,With Helmet,0.36,"(740,75,784,127)"
479,7.99,With Helmet,0.31,"(412,72,442,119)"
479,7.99,With Helmet,0.29,"(114,85,151,129)"
480,8.01,With Helmet,0.68,"(547,75,592,132)"
480,8.01,With Helmet,0.67,"(654,108,704,174)"
480,8.01,With Helmet,0.42,"(738,76,786,128)"
480,8.01,With Helmet,0.39,"(96,117,131,176)"
480,8.01,With Helmet,0.33,"(247,88,277,130)"
480,8.01,With Helmet,0.33,"(411,73,444,119)"
480,8.01,With Helmet,0.29,"(114,76,149,130)"
481,8.02,With Helmet,0.71,"(548,74,590,134)"
481,8.02,With Helmet,0.64,"(652,109,700,173)"
481,8.02,No Helmet,0.42,"(739,80,786,128)"
481,8.02,With Helmet,0.34,"(411,74,445,118)"
481,8.02,With Helmet,0.33,"(738,79,786,128)"
482,8.04,With Helmet,0.77,"(552,76,591,133)"
482,8.04,With Helmet,0.55,"(253,89,277,129)"
482,8.04,With Helmet,0.50,"(649,112,699,174)"
482,8.04,With Helmet,0.43,"(739,82,787,128)"
482,8.04,With Helmet,0.38,"(411,74,445,118)"
482,8.04,With Helmet,0.27,"(115,75,151,127)"
482,8.04,No Helmet,0.26,"(740,83,787,128)"
483,8.06,With Helmet,0.78,"(552,77,590,135)"
483,8.06,With Helmet,0.50,"(738,83,786,128)"
483,8.06,With Helmet,0.45,"(648,114,696,175)"
483,8.06,With Helmet,0.41,"(411,74,445,119)"
483,8.06,With Helmet,0.27,"(253,90,280,129)"
483,8.06,No Helmet,0.26,"(648,112,695,173)"
484,8.07,With Helmet,0.78,"(552,78,591,135)"
484,8.07,With Helmet,0.57,"(253,91,280,128)"
484,8.07,With Helmet,0.50,"(644,116,692,175)"
484,8.07,With Helmet,0.48,"(412,75,445,119)"
484,8.07,With Helmet,0.36,"(737,84,785,128)"
484,8.07,With Helmet,0.34,"(132,59,158,112)"
485,8.09,With Helmet,0.74,"(553,79,590,135)"
485,8.09,With Helmet,0.58,"(253,88,281,128)"
485,8.09,With Helmet,0.47,"(412,75,445,121)"
485,8.09,With Helmet,0.44,"(641,118,689,175)"
485,8.09,With Helmet,0.34,"(737,84,785,131)"
485,8.09,With Helmet,0.30,"(128,57,158,127)"
485,8.09,No Helmet,0.28,"(644,118,688,175)"
485,8.09,With Helmet,0.25,"(53,175,107,238)"
486,8.11,With Helmet,0.65,"(554,81,592,135)"
486,8.11,With Helmet,0.50,"(411,75,446,122)"
486,8.11,No Helmet,0.41,"(640,117,686,178)"
486,8.11,With Helmet,0.34,"(640,118,686,176)"
486,8.11,No Helmet,0.32,"(761,85,786,127)"
486,8.11,No Helmet,0.31,"(738,88,765,132)"
486,8.11,With Helmet,0.28,"(252,93,280,129)"
487,8.12,No Helmet,0.66,"(636,117,683,177)"
487,8.12,With Helmet,0.56,"(555,81,591,134)"
487,8.12,With Helmet,0.50,"(411,76,445,123)"
487,8.12,No Helmet,0.37,"(737,89,766,135)"
487,8.12,No Helmet,0.30,"(763,85,786,127)"
487,8.12,With Helmet,0.26,"(124,58,155,128)"
488,8.14,With Helmet,0.62,"(557,81,593,132)"
488,8.14,No Helmet,0.54,"(633,117,681,179)"
488,8.14,With Helmet,0.54,"(411,76,446,123)"
488,8.14,With Helmet,0.44,"(255,90,282,127)"
488,8.14,With Helmet,0.27,"(34,179,95,248)"
488,8.14,No Helmet,0.25,"(763,85,787,127)"
489,8.16,With Helmet,0.61,"(555,82,593,135)"
489,8.16,With Helmet,0.53,"(628,120,677,178)"
489,8.16,With Helmet,0.51,"(411,77,446,124)"
489,8.16,With Helmet,0.46,"(253,93,280,129)"
489,8.16,No Helmet,0.30,"(736,88,764,137)"
490,8.17,With Helmet,0.73,"(626,120,675,180)"
490,8.17,With Helmet,0.64,"(555,83,594,137)"
490,8.17,With Helmet,0.63,"(255,88,283,128)"
490,8.17,With Helmet,0.51,"(411,77,445,124)"
490,8.17,With Helmet,0.34,"(763,84,788,131)"
490,8.17,With Helmet,0.33,"(23,181,82,251)"
491,8.19,With Helmet,0.71,"(256,89,284,128)"
491,8.19,With Helmet,0.66,"(555,84,594,138)"
491,8.19,With Helmet,0.65,"(622,121,673,186)"
491,8.19,With Helmet,0.48,"(412,78,445,123)"
491,8.19,With Helmet,0.44,"(120,87,149,124)"
491,8.19,With Helmet,0.42,"(762,84,788,132)"
491,8.19,With Helmet,0.25,"(121,97,151,136)"
492,8.21,With Helmet,0.76,"(257,91,285,130)"
492,8.21,With Helmet,0.69,"(620,120,669,185)"
492,8.21,With Helmet,0.65,"(555,84,596,139)"
492,8.21,With Helmet,0.50,"(411,77,445,124)"
492,8.21,With Helmet,0.38,"(120,71,148,112)"
492,8.21,With Helmet,0.37,"(123,62,147,104)"
492,8.21,With Helmet,0.35,"(762,84,788,128)"
492,8.21,No Helmet,0.29,"(120,98,150,138)"
493,8.22,With Helmet,0.81,"(257,91,284,130)"
493,8.22,With Helmet,0.67,"(555,84,596,138)"
493,8.22,With Helmet,0.62,"(617,120,666,184)"
493,8.22,With Helmet,0.56,"(411,77,444,125)"
493,8.22,With Helmet,0.44,"(761,86,787,127)"
493,8.22,No Helmet,0.37,"(733,92,766,140)"
493,8.22,With Helmet,0.30,"(121,68,148,112)"
493,8.22,With Helmet,0.30,"(120,101,150,140)"
493,8.22,No Helmet,0.25,"(119,99,151,139)"
